accountnumber,alcoholrecipienttype,altemail,altname,altphone,balancesearch,billingratecard,buyingreason,buyingtimeframe,campaignevent,category,comments,companyname,consolbalancesearch,consoldaysoverduesearch,consoldepositbalancesearch,consoloverduebalancesearch,consolunbilledorderssearch,contact,convertedtocontact,convertedtocustomer,creditholdoverride,creditlimit,cseg_bb_sales_chann,currency,custentity1,custentity_2663_customer_refund,custentity_2663_direct_debit,custentity_2663_email_address_notif,custentity_9572_custref_file_format,custentity_9572_dd_file_format,custentity_9572_ddcust_entitybank_sub,custentity_9572_ddcust_entitybnkformat,custentity_9572_refcust_entitybnkformat,custentity_9572_refundcust_entitybnk_sub,custentity_9997_dd_file_format,custentity_auto_bill_customer,custentity_bb_edi_customer,custentity_bb_sps_routing_key,custentity_bb_sps_vendor_no,custentity_bdc_customer_name,custentity_bdc_lastupdatedbyimport,custentity_bdc_shortname,custentity_bdc_sync_exclude,custentity_ccc_accrual_retail_mkt,custentity_ccc_acctmgr,custentity_ccc_auto_email_approved_inv,custentity_ccc_auto_gen_batch_prnt_label,custentity_ccc_auto_generate_po_ack,custentity_ccc_collections_rep,custentity_ccc_cust_class_sales_chan,custentity_ccc_customerid_to_sps,custentity_ccc_ehub_api_key,custentity_ccc_ehub_charge_for_shipping,custentity_ccc_ehub_ret_addr_1,custentity_ccc_ehub_ret_addr_2,custentity_ccc_ehub_ret_city,custentity_ccc_ehub_ret_company_name,custentity_ccc_ehub_ret_country,custentity_ccc_ehub_ret_first_name,custentity_ccc_ehub_ret_last_name,custentity_ccc_ehub_ret_phone,custentity_ccc_ehub_ret_state,custentity_ccc_ehub_ret_zip,custentity_ccc_ehub_shipping_markup_perc,custentity_ccc_include_in_dunning,custentity_ccc_multiple_email_addresses,custentity_ccc_pct_accrual_pricing,custentity_ccc_pct_accrual_spoilage,custentity_ccc_sales_channel_suite_conne,custentity_ccc_se_ltl_contact_email,custentity_ccc_se_ltl_contact_name,custentity_ccc_se_ltl_contact_phone_numb,custentity_ccc_send_edi_sps_asn,custentity_ccc_ship_with_ccs,custentity_ccc_ship_with_ehub,custentity_ccc_sps_configreq,custentity_ccc_uploaded_from_nurished,custentity_department,custentity_mancini_customer,custentity_naw_trans_need_approval,custentity_packship_customer_packinstruc,custentity_revenue_recognition,custentity_rfs_customer_labelgroup,custentity_rfs_edi_customer,custentity_rfs_edi_print_asn,custentity_rfs_edi_print_ucc,custentity_shipping_days_to_customer,custentity_shopify_cust_type,custentity_sps_accept_tp_uom,custentity_sps_enable_if_to_inv_sourcing,custentity_sps_enable_invoice_workflow,custentity_sps_item_case_conversion,custentity_sps_lot_exp_flag,custentity_sps_lot_man_pack_qtys,custentity_sps_package_data_source,custentity_sps_sscc_ext_digit,custentity_sps_tp_price_accept,custentity_wmsse_asn_required,custentitymanual_fulfil_auth,custentitypromomashaccess,custpartnerrolesforsearch,dateclosed,dateconversion,datecreated,dategrosslead,datelead,dateprospect,daysoverduesearch,defaultallocationstrategy,defaultbankaccount,defaultbillingaddress,defaultorderpriority,defaultshippingaddress,depositbalancesearch,duplicate,email,emailpreference,emailtransactions,enddate,entityid,entitynumber,entitystatus,entitytitle,estimatedbudget,externalid,fax,faxtransactions,firstname,firstorderdate,firstsaledate,firstsaleperiod,fullname,giveaccess,globalsubscriptionstatus,groupinvoices,homephone,id,isautogeneratedrepresentingentity,isbudgetapproved,isexplicitconversion,isinactive,isjob,isperson,language,lastmodifieddate,lastname,lastorderdate,lastsaledate,lastsaleperiod,leadsource,middlename,mobilephone,negativenumberformat,numberformat,oncredithold,overduebalancesearch,parent,phone,prefccprocessor,pricelevel,printoncheckas,printtransactions,probability,receivablesaccount,reminderdays,representingsubsidiary,resalenumber,salesreadiness,salesrep,salutation,searchstage,shipcomplete,shippingcarrier,shippingitem,startdate,taxable,taxitem,terms,territory,thirdpartyacct,thirdpartycarrier,thirdpartycountry,thirdpartyzipcode,title,toplevelparent,unbilledorderssearch,unsubscribe,url,vatregnumber,custentity_bb_lead_time
NULL,CONSUMER,NULL,Marketing - Bars Given Away,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Marketing - Bars Given Away,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,16,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C0962059 Marketing - Bars Given Away,F,NULL,NULL,F,F,F,NULL,325,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,"houston@builtteam.co, ny@builtteam.co, dallas@builtteam.co, twincities@builtteam.co, la@builtteam.co, denver@builtteam.co, tampa@builtteam.co, miami@builtteam.co, atlanta@builtteam.co, sacramento@builtteam.co, evogel812@gmail.com, avi@front-centermarketing.com",NULL,NULL,16,NULL,NULL,NULL,F,1,T,F,F,NULL,F,F,NULL,1,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,T,F,NULL,13:25.0,NULL,13:25.0,NULL,NULL,NULL,0,NULL,NULL,5089537,NULL,13521355,0,F,NULL,PDF,F,NULL,C0962059,962059,13,C0962059 Marketing - Bars Given Away,NULL,NULL,NULL,F,NULL,NULL,00:00.0,94,C0962059 Marketing - Bars Given Away,F,2,F,NULL,2153349,F,F,NULL,F,F,F,en_US,24:03.0,NULL,NULL,00:00.0,94,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(385) 287-8434,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,773625,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,2153349,0,T,NULL,NULL,21
NULL,CONSUMER,NULL,Canikin Distributing LLC,NULL,5351.04,NULL,NULL,NULL,NULL,1,NULL,Canikin Distributing LLC,5351.04,4,0,5351.04,0,NULL,NULL,NULL,AUTO,NULL,9,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C2249142 Canikin Distributing LLC,F,NULL,NULL,T,F,F,NULL,231,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,43:14.0,NULL,43:14.0,NULL,NULL,NULL,4,-2,NULL,20416021,NULL,20416021,0,F,Paul@canikin.com,DEFAULT,T,NULL,C2249142,2249142,13,C2249142 Canikin Distributing LLC,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,123,C2249142 Canikin Distributing LLC,F,2,F,NULL,11819838,F,F,NULL,F,F,F,en_US,37:11.0,NULL,00:00.0,00:00.0,127,NULL,NULL,NULL,NULL,NULL,F,5351.04,NULL,(480) 352-9736,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,3628503,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,11819838,0,T,NULL,21095191,21
NULL,CONSUMER,NULL,H-E-B,NULL,57765.12,NULL,NULL,NULL,NULL,1,NULL,H-E-B,57765.12,0,0,0,365529.6,NULL,NULL,NULL,AUTO,NULL,8,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C2144665 H-E-B,F,NULL,NULL,F,F,F,NULL,230,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,acs@heb.com,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,30:58.0,NULL,30:58.0,NULL,NULL,NULL,0,-2,NULL,19043014,NULL,19043014,0,F,suppliermanagement@heb.com,DEFAULT,F,NULL,C2144665,2144665,13,C2144665 H-E-B,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,119,C2144665 H-E-B,F,2,F,NULL,11150382,F,F,NULL,F,F,F,en_US,24:12.0,NULL,00:00.0,00:00.0,131,NULL,NULL,NULL,NULL,NULL,F,0,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,7713508,NULL,Customer,F,nonups,NULL,NULL,F,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,11150382,365529.6,T,NULL,NULL,21
NULL,CONSUMER,NULL,1616 Holdings Inc (Five Below),NULL,0,NULL,NULL,NULL,NULL,1,NULL,1616 Holdings Inc (Five Below),0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,AGSALLBUILTBRAN,80225001,NULL,F,C1957386 1616 Holdings Inc (Five Below),F,NULL,NULL,F,F,T,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,Alyssa.Dankanich@fivebelow.com,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,F,NULL,58:47.0,NULL,58:47.0,NULL,NULL,NULL,0,NULL,NULL,16968268,NULL,16968268,0,F,michelle.swisher@fivebelow.com,DEFAULT,F,NULL,C1957386,1957386,13,C1957386 1616 Holdings Inc (Five Below),NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,119,C1957386 1616 Holdings Inc (Five Below),F,2,F,NULL,10020172,F,F,NULL,F,F,F,en_US,49:05.0,NULL,00:00.0,00:00.0,124,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(215) 546-7909,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,12826022,NULL,Customer,F,nonups,NULL,NULL,F,NULL,3,NULL,NULL,NULL,NULL,NULL,NULL,10020172,0,T,NULL,46-2907935,21
NULL,CONSUMER,NULL,Misfits Market,NULL,22272,NULL,NULL,NULL,NULL,1,brooke.revere@misfitsmarket.com,Misfits Market,22272,24,0,22272,21240,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C2527047 Misfits Market,F,NULL,NULL,T,F,F,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,if-ap@misfitsmarket.com,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,1,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,00:44.0,NULL,00:44.0,NULL,NULL,NULL,24,-2,NULL,24015953,NULL,24015953,0,F,Invoicecapture@misfitsmarket.com,DEFAULT,T,NULL,C2527047,2527047,13,C2527047 Misfits Market,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,128,C2527047 Misfits Market,F,2,F,NULL,13805012,F,F,NULL,F,F,F,en_US,27:49.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,22272,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,12826022,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,13805012,21240,T,NULL,261-843712,21
NULL,CONSUMER,NULL,"Parker Enterprises, LLC",NULL,0,NULL,NULL,NULL,NULL,1,NULL,"Parker Enterprises, LLC",0,0,0,0,38390.4,NULL,NULL,NULL,AUTO,NULL,9,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,"C2340290 Parker Enterprises, LLC",F,NULL,NULL,T,F,F,NULL,231,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,10:43.0,NULL,10:43.0,NULL,NULL,NULL,0,-2,NULL,21949799,NULL,21949799,0,T,Parker@parkerfooddistribution.com,DEFAULT,T,NULL,C2340290,2340290,13,"C2340290 Parker Enterprises, LLC",NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,124,"C2340290 Parker Enterprises, LLC",F,2,F,NULL,12598000,F,F,NULL,F,F,F,en_US,21:03.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(949) 697-2829,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,3628503,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,12598000,38390.4,T,NULL,37-1788445,21
NULL,CONSUMER,NULL,Food City,NULL,7228.8,NULL,NULL,NULL,NULL,1,APinvoices129@foodcity.com  Chris.Meacham@FoodCity.com,Food City,7228.8,0,0,0,7228.8,NULL,NULL,NULL,AUTO,NULL,8,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C2136258 Food City,F,NULL,NULL,F,F,F,NULL,230,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,coxt@foodcity.com,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,19:05.0,NULL,19:05.0,NULL,NULL,NULL,0,NULL,NULL,18907897,NULL,18907897,0,F,AP_invoices129@foodcity.com,DEFAULT,F,NULL,C2136258,2136258,13,C2136258 Food City,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,120,C2136258 Food City,F,2,F,NULL,11058177,F,F,NULL,F,F,F,en_US,28:16.0,NULL,00:00.0,00:00.0,129,NULL,NULL,NULL,NULL,NULL,F,0,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,7713508,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,11058177,7228.8,T,NULL,55-0421484,21
NULL,CONSUMER,NULL,Thayer Distribution,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Thayer Distribution,0,0,0,0,88988.16,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C2538414 Thayer Distribution,F,NULL,NULL,F,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,41:50.0,NULL,41:49.0,NULL,NULL,NULL,0,-2,NULL,24149379,NULL,24149379,0,F,georgia@thayerdist.com,DEFAULT,F,NULL,C2538414,2538414,13,C2538414 Thayer Distribution,NULL,NULL,NULL,F,NULL,00:00.0,NULL,NULL,C2538414 Thayer Distribution,F,2,F,NULL,13898217,F,F,NULL,F,F,F,en_US,28:23.0,NULL,00:00.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(718) 559-4256,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,13898217,88988.16,T,NULL,22-3320315,21
NULL,CONSUMER,NULL,Abraham Natural Foods,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Abraham Natural Foods,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C2102608 Abraham Natural Foods,F,NULL,NULL,T,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,18:06.0,NULL,18:05.0,NULL,NULL,NULL,0,NULL,NULL,18464919,NULL,18464919,0,F,pdone@abrahamfood.com,DEFAULT,T,NULL,C2102608,2102608,13,C2102608 Abraham Natural Foods,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,119,C2102608 Abraham Natural Foods,F,2,F,NULL,10823937,F,F,NULL,F,F,F,en_US,50:23.0,NULL,00:00.0,00:00.0,124,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(718) 729-7353,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867706,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,10823937,0,T,NULL,11-3211703,21
NULL,CONSUMER,NULL,Ingles Markets Inc,NULL,5448.96,NULL,NULL,NULL,NULL,1,acraft@ingles-markets.com,Ingles Markets Inc,5448.96,3,0,5448.96,33932.16,NULL,NULL,NULL,AUTO,NULL,8,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C2521677 Ingles Markets Inc,F,NULL,NULL,T,F,F,NULL,230,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,30:10.0,NULL,30:10.0,NULL,NULL,NULL,3,-2,NULL,23972240,NULL,23972240,0,F,ap-paymentmanager@ingles-markets.com,DEFAULT,T,NULL,C2521677,2521677,13,C2521677 Ingles Markets Inc,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,128,C2521677 Ingles Markets Inc,F,2,F,NULL,13784206,F,F,NULL,F,F,F,en_US,41:51.0,NULL,00:00.0,00:00.0,132,NULL,NULL,NULL,NULL,NULL,F,5448.96,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,7713508,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,13784206,33932.16,T,NULL,3.04101E+11,21
NULL,CONSUMER,NULL,Brookshire Brothers,NULL,28378.57,NULL,NULL,NULL,NULL,1,Ahearn@brookshirebros.com fsimmons@brookshirebros.com,Brookshire Brothers,28378.57,24,0,18345.61,5230.08,NULL,NULL,NULL,AUTO,NULL,8,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,NULL,NULL,NULL,F,C2526951 Brookshire Brothers,F,NULL,NULL,T,F,F,NULL,230,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,NULL,F,T,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,T,F,F,NULL,NULL,T,F,F,T,NULL,27:15.0,NULL,27:14.0,NULL,NULL,NULL,24,-2,NULL,24015452,NULL,24015452,0,F,accountspayable@brookshirebros.com,DEFAULT,T,NULL,C2526951,2526951,13,C2526951 Brookshire Brothers,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,128,C2526951 Brookshire Brothers,F,2,F,NULL,13804610,F,F,NULL,F,F,F,en_US,25:55.0,NULL,00:00.0,00:00.0,131,NULL,NULL,NULL,NULL,NULL,F,18345.61,NULL,(936) 634-8155,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,7713508,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,13804610,5230.08,T,NULL,NULL,21
NULL,CONSUMER,NULL,"JRD UNICO, INC. DBA Restaurant Depot and JETRO Cash & Carry, LLC",NULL,46960.19,NULL,NULL,NULL,NULL,1,lcandido@jetrord.com  claims@jetrord.com,"JRD UNICO, INC. DBA Restaurant Depot and JETRO Cash & Carry, LLC",46960.19,37,0,46960.19,0,NULL,NULL,NULL,AUTO,NULL,9,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,"C2517011 JRD UNICO, INC. DBA Restaurant Depot and JETRO Cash & Carry, LLC",F,NULL,NULL,T,F,F,NULL,231,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,08:39.0,NULL,08:38.0,NULL,NULL,NULL,37,-2,NULL,23925528,NULL,23925528,0,F,acctspayable@jetrord.com,DEFAULT,T,NULL,C2517011,2517011,13,"C2517011 JRD UNICO, INC. DBA Restaurant Depot and JETRO Cash & Carry, LLC",NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,128,"C2517011 JRD UNICO, INC. DBA Restaurant Depot and JETRO Cash & Carry, LLC",F,2,F,NULL,13761903,F,F,NULL,F,F,F,en_US,15:15.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,46960.19,NULL,(718) 559-4256,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,13761903,0,T,NULL,27-4329499,21
NULL,CONSUMER,NULL,Menards,NULL,0,NULL,NULL,NULL,NULL,1,NULL,Menards,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,7,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C2576012 Menards,F,NULL,NULL,F,F,F,NULL,232,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,1,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,F,NULL,23:32.0,NULL,23:32.0,NULL,NULL,NULL,0,-2,NULL,24682079,NULL,24682079,0,F,jschneid@menard-inc.com,DEFAULT,F,NULL,C2576012,2576012,13,C2576012 Menards,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,C2576012 Menards,F,2,F,NULL,14246041,F,F,NULL,F,F,F,en_US,51:19.0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(715) 876-4701,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,12826022,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,14246041,0,T,NULL,NULL,21
NULL,CONSUMER,NULL,National Convenience Distributor's New England,NULL,0,NULL,NULL,NULL,NULL,1,Accounts Payable rep: jking@thencd.com,National Convenience Distributor's New England,0,0,0,0,95191.68,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C1093613 National Convenience Distributor's New England,F,NULL,NULL,T,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,35,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,11:31.0,NULL,11:31.0,NULL,NULL,NULL,0,NULL,NULL,5013915,NULL,5013915,0,F,ap@jpolep.com,PDF,T,NULL,C1093613,1093613,13,C1093613 National Convenience Distributor's New England,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,94,C1093613 National Convenience Distributor's New England,F,2,F,NULL,3306380,F,F,NULL,F,F,F,en_US,52:15.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(631) 393-3663,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,3306380,95191.68,T,NULL,47-1128020,21
NULL,CONSUMER,NULL,PAF Distribution,NULL,0,NULL,NULL,NULL,NULL,1,NULL,PAF Distribution,0,0,0,0,0,NULL,NULL,NULL,AUTO,NULL,10,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,T,F,NULL,NULL,NULL,F,C0761142 PAF Distribution,F,NULL,NULL,F,F,F,NULL,233,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,NULL,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,08:22.0,NULL,08:22.0,NULL,NULL,NULL,0,NULL,NULL,13985,NULL,13985,0,F,NULL,PDF,F,NULL,C0761142,761142,13,C0761142 PAF Distribution,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,42,C0761142 PAF Distribution,F,2,F,NULL,773067,F,F,NULL,T,F,F,en_US,54:04.0,NULL,00:00.0,00:00.0,59,NULL,NULL,NULL,NULL,NULL,F,0,NULL,NULL,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,774809,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,773067,0,T,NULL,NULL,21
NULL,CONSUMER,NULL,Sultana Distribution Services Inc.,NULL,14860.8,NULL,NULL,NULL,NULL,1,NULL,Sultana Distribution Services Inc.,14860.8,0,0,0,108979.2,NULL,NULL,NULL,AUTO,NULL,9,1,F,F,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,F,NULL,NULL,NULL,F,C2300937 Sultana Distribution Services Inc.,F,NULL,NULL,T,F,F,NULL,231,F,NULL,F,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,scollazo@sultanadist.com,NULL,NULL,NULL,NULL,NULL,NULL,F,NULL,F,F,F,NULL,F,F,NULL,2,NULL,F,F,F,NULL,NULL,F,F,F,F,F,F,NULL,NULL,F,F,F,T,NULL,23:43.0,NULL,23:43.0,NULL,NULL,NULL,0,-2,NULL,21432821,NULL,21432821,0,F,erosario@sultanadist.com,DEFAULT,T,NULL,C2300937,2300937,13,C2300937 Sultana Distribution Services Inc.,NULL,NULL,NULL,F,NULL,00:00.0,00:00.0,124,C2300937 Sultana Distribution Services Inc.,F,2,F,NULL,12277076,F,F,NULL,F,F,F,en_US,58:09.0,NULL,00:00.0,00:00.0,128,NULL,NULL,NULL,NULL,NULL,F,0,NULL,(718) 617-5500,NULL,NULL,NULL,F,1,-10,NULL,NULL,NULL,NULL,1867705,NULL,Customer,F,nonups,NULL,NULL,F,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,12277076,108979.2,T,NULL,NULL,21
